Data_ID,User_ID,Gender,Age,MBTI,Q_number,Answer
251,5,1,40,ISTJ,11,"<no>  It seems that the more interested you are, the harder it is to start a conversation. For example, when I was young, if I had a friend of the opposite sex with whom I liked, I would have talked to the opposite sex friend next to me instead of talking to the opposite sex I liked."
252,5,1,40,ISTJ,12,"<Yes>  I am not interested in such things. Because people have different thoughts and personalities, I think that when they see a work of art, they are all different. So it's pointless to discuss such ideas."
253,5,1,40,ISTJ,13,<Yes>  tend not to be swayed by emotions when making decisions. I heard a lot of people around me say that I am a rational person.
254,5,1,40,ISTJ,14,"<no>  Whenever possible, I try to plan a schedule for the day and stick to it. For example, when I have to go to the department store, I prefer to go out properly and schedule the next day or another day rather than going suddenly."
255,5,1,40,ISTJ,15,"<no>  I tend to worry very much about who I look like. I don't have a specific reason, but since I was young, I think I was very worried about what other people would think of me and how they would look at me if I behaved like this."
256,5,1,40,ISTJ,16,<no>  I don't like going to crowded gatherings. It seems to get worse and worse as I get older.
257,5,1,40,ISTJ,17,"<no>  I like movies with clear endings. That's why I prefer movies with endings, like disaster movies, rather than movies where you have to interpret the ending."
258,5,1,40,ISTJ,18,<no>  I am a person who considers my success more important than others. The reason is because I think I can help others only when I succeed.
259,5,1,40,ISTJ,19,"<no> I'm not the type of person who has a lot of interests, but I'm the type who only pays attention to things that interest me."
260,5,1,40,ISTJ,20,"<Yes>  I tend to view situations negatively, so I often worry. The reason is that if things go wrong while not worrying, the psychological damage is greater than if things go wrong while worrying."
261,5,1,40,ISTJ,21,"<Yes>  don't want to lead an organization. The reason is that people's personalities are all different, so I think it's the hardest thing to get along with a lot of people."
262,5,1,40,ISTJ,22,"<no>  I think I have artistic inclinations. These days, I do a lot of work, such as doing interiors myself or making picture frames, but I feel like I want to do more."
263,5,1,40,ISTJ,23,"<neutrality>  think that if everyone lives rationally, there will be no big problems, but if that happens, the world will be harsh and desolate. In terms of society, it could be a better world, but I think humans will become like machines."
264,5,1,40,ISTJ,24,"<Yes>  If I'm going to rest, it's because I want to finish all my work and rest with a comfortable mind without anxiety."
265,5,1,40,ISTJ,25,"<neutrality>  Controversy can be enjoyable if you are interested in it, but not enjoyable at all if you are not interested in it."
266,5,1,40,ISTJ,26,"<Yes>  I don't like to stand out on my own. Because I care about how others see me and what they think of me. I don't like to be noticed by others, so when it comes to clothing, I prefer plain styles that don't stand out. In that respect, it seems that he is trying not to attract attention from others."
267,5,1,40,ISTJ,27,<no> It seems that there are very few cases where you feel bad and then suddenly get better or vice versa.
268,5,1,40,ISTJ,28,"<neutrality> It's not annoying, it's frustrating, and I feel pathetic. In the past, an acquaintance invited me to a housewarming party, but no food was prepared. My acquaintance is not good at cooking, so even though I prepared food all night, I couldn't finish it all. So I have memories of helping an acquaintance to cook. I didn't understand the friend who couldn't finish cooking even though I prepared all night, but I didn't get angry and I think he helped me out of frustration."
269,5,1,40,ISTJ,29,"<Yes>  I guess I tend to procrastinate. Even recently, when I have something to do, I seem to procrastinate and do it last."
270,5,1,40,ISTJ,30,<no>  don't think it makes much sense to discuss the afterlife because it has not been scientifically proven.
271,5,1,40,ISTJ,31,"<no>  When I was in my 20s, I enjoyed hanging out with people, but now that I am in my 40s, I prefer being alone."
272,5,1,40,ISTJ,32,"<Yes>  I don't like to discuss whether it's theory or principle. Yesterday, acquaintances came to my house to talk about mathematical theory, but it was boring."
273,5,1,40,ISTJ,33,"<neutrality>  I think I can sympathize with you in my heart, but in reality it will be difficult to completely sympathize with the other person, so I chose neutral. For example, if a friend who grew up wealthy since childhood complains that he can't buy what he wants because he doesn't have money, he'll say sorry in front of him, but he doesn't seem to be able to sympathize with him in his heart. But on the contrary, if a friend who grew up in a very difficult family says it's hard, I think I'll sympathize."
274,5,1,40,ISTJ,34,"<Yes>  I guess I tend to procrastinate. It is often difficult to make decisions because you are indecisive. So when I have to make a decision, I tend to put it off until the end."
275,5,1,40,ISTJ,35,"<no>  Even after making a decision, I tend to rethink it over and over again. It's because my personality is indecisive and it's difficult to make decisions."
276,5,1,40,ISTJ,36,"<no>  I prefer spending time alone. These days, rather than going to a crowded place and hanging out with people, I prefer to relax at home watching a movie or drama I want."
277,5,1,40,ISTJ,37,<no>  I don't really like going to art galleries. Because I like making art more than looking at it.
278,5,1,40,ISTJ,38,"<Yes>  I listen to and understand the feelings of my acquaintances on the outside, but there are many times when I do not understand them on the inside. For example, there are many times when I don't understand what an acquaintance who complains that he has no money is thinking when he spends money better than I do."
279,5,1,40,ISTJ,39,<Yes>  I like to plan and do both work and personal things. It's because things seem to go better when you have a plan in place.
280,5,1,40,ISTJ,40,"<neutrality>  There are times when I am anxious, but on the contrary, there are times when I am anxious, but there are times when I am not anxious. I feel anxious about the future, but I don't seem to feel anxious about the present. There is no reason, it seems to be an innate tendency."
281,5,1,40,ISTJ,41,"<Yes>  prefer to text rather than call as I am uncomfortable talking on the phone. When I get on the phone, I don't know what to say and I'm tired of idle chatter."
282,5,1,40,ISTJ,42,"<no>  I don't bother trying to understand opinions that differ from mine. For example, if a friend made a choice opposite to mine, rather than trying to understand that friend, I just think that the friend has a different opinion from me."
283,5,1,40,ISTJ,43,<no> I'm waiting for a call from a friend. I don't think it's good to contact you to meet first.
284,5,1,40,ISTJ,44,"<no>  If something goes wrong with my plan, I tend to change it to suit the circumstances. When I went on a free trip a while ago, the tourist attraction I wanted to see was closed, so I couldn't see it that day, and there was a setback in my schedule as I had time to spare."
285,5,1,40,ISTJ,45,"<Yes>  I didn't do that in the past, but these days I often regret it. As I had a problem with my work due to Corona, I thought a lot of 'I shouldn't have made that choice in the past...'."
286,5,1,40,ISTJ,46,<Yes>  I don't like to think about that. It's because I think that discussing the reason for human existence and life seems pointless and meaningless.
287,5,1,40,ISTJ,47,<no>  I am a person who is not easily swayed by emotions. People around me also evaluate me as a rational person.
